SKU;Tamanho Pedido;Loja;Data da Venda;Marca;Preco
HL1012;1;Sao Paulo;02/01/2018;Dell;R$ 5.500,00
HL1008;1;Belo Horizonte;02/01/2018;Philco;R$ 2.000,00
HL1015;5;Sao Paulo;02/01/2018;Sony;R$ 700,00
HL1013;1;Fortaleza;03/01/2018;Nikon;R$ 1.550,00
HL1012;3;Belo Horizonte;03/01/2018;Dell;R$ 5.500,00
HL1021;2;Guarulhos;03/01/2018;Samsung;R$ 3.000,00
HL1012;5;Salvador;03/01/2018;Dell;R$ 5.500,00
HL1019;1;Sao Paulo;03/01/2018;Apple;R$ 6.500,00
HL1018;3;Sao Paulo;03/01/2018;Xiaomi;R$ 1.200,00
HL1002;3;Sao Paulo;03/01/2018;Apple;R$ 2.500,00
HL1018;3;Recife;03/01/2018;Xiaomi;R$ 1.200,00
HL1015;1;Rio de Janeiro;03/01/2018;Sony;R$ 700,00
HL1011;5;Curitiba;03/01/2018;Samsung;R$ 2.000,00
HL1018;5;Sao Paulo;03/01/2018;Xiaomi;R$ 1.200,00
HL1005;3;Goiania;03/01/2018;Canon;R$ 1.500,00
HL1024;2;Recife;03/01/2018;Acer;R$ 2.400,00
HL1007;1;Recife;03/01/2018;Dell;R$ 2.300,00
HL1019;1;Campinas;03/01/2018;Apple;R$ 6.500,00
HL1009;2;Guarulhos;03/01/2018;Motorola;R$ 1.400,00
HL1001;4;Recife;03/01/2018;LG;R$ 2.600,00
HL1006;4;Fortaleza;03/01/2018;Samsung;R$ 1.400,00
HL1015;5;Rio de Janeiro;03/01/2018;Sony;R$ 700,00
HL1002;1;Sao Paulo;03/01/2018;Apple;R$ 2.500,00
HL1007;5;Campinas;03/01/2018;Dell;R$ 2.300,00
HL1024;5;Sao Paulo;03/01/2018;Acer;R$ 2.400,00
HL1013;2;Sao Paulo;03/01/2018;Nikon;R$ 1.550,00
HL1005;3;Recife;03/01/2018;Canon;R$ 1.500,00
HL1018;5;Goiania;03/01/2018;Xiaomi;R$ 1.200,00
HL1013;5;Belo Horizonte;03/01/2018;Nikon;R$ 1.550,00
HL1009;1;Sao Paulo;03/01/2018;Motorola;R$ 1.400,00
HL1001;3;Sao Paulo;03/01/2018;LG;R$ 2.600,00
HL1007;2;Sao Paulo;03/01/2018;Dell;R$ 2.300,00
HL1008;2;Rio de Janeiro;03/01/2018;Philco;R$ 2.000,00
HL1024;5;Sao Paulo;04/01/2018;Acer;R$ 2.400,00
HL1018;4;Sao Paulo;04/01/2018;Xiaomi;R$ 1.200,00
HL1001;5;Porto Alegre;04/01/2018;LG;R$ 2.600,00
HL1001;1;Sao Paulo;04/01/2018;LG;R$ 2.600,00
HL1001;4;Fortaleza;04/01/2018;LG;R$ 2.600,00
HL1005;2;Sao Paulo;04/01/2018;Canon;R$ 1.500,00
HL1007;5;Salvador;04/01/2018;Dell;R$ 2.300,00
HL1002;3;Fortaleza;04/01/2018;Apple;R$ 2.500,00
HL1001;5;Recife;04/01/2018;LG;R$ 2.600,00
HL1013;3;Nova Iguacu;04/01/2018;Nikon;R$ 1.550,00
HL1007;1;Recife;04/01/2018;Dell;R$ 2.300,00
HL1007;1;Rio de Janeiro;04/01/2018;Dell;R$ 2.300,00
HL1019;2;Salvador;04/01/2018;Apple;R$ 6.500,00
HL1015;1;Salvador;04/01/2018;Sony;R$ 700,00
HL1003;2;Sao Paulo;04/01/2018;Samsung;R$ 4.500,00
HL1009;4;Recife;04/01/2018;Motorola;R$ 1.400,00
HL1015;2;Curitiba;04/01/2018;Sony;R$ 700,00
HL1005;2;Rio de Janeiro;04/01/2018;Canon;R$ 1.500,00
HL1017;5;Porto Alegre;04/01/2018;Samsung;R$ 5.200,00
HL1005;2;Recife;04/01/2018;Canon;R$ 1.500,00
HL1021;3;Goiania;04/01/2018;Samsung;R$ 3.000,00
HL1003;3;Rio de Janeiro;04/01/2018;Samsung;R$ 4.500,00
HL1005;1;Belo Horizonte;04/01/2018;Canon;R$ 1.500,00
HL1019;1;Salvador;04/01/2018;Apple;R$ 6.500,00
HL1009;3;Sao Paulo;04/01/2018;Motorola;R$ 1.400,00
HL1019;2;Guarulhos;04/01/2018;Apple;R$ 6.500,00
HL1024;2;Rio de Janeiro;04/01/2018;Acer;R$ 2.400,00
HL1009;5;Fortaleza;04/01/2018;Motorola;R$ 1.400,00
HL1001;3;Fortaleza;04/01/2018;LG;R$ 2.600,00
HL1015;3;Recife;04/01/2018;Sony;R$ 700,00
HL1021;3;Porto Alegre;04/01/2018;Samsung;R$ 3.000,00
HL1005;4;Sao Paulo;04/01/2018;Canon;R$ 1.500,00
HL1009;1;Salvador;04/01/2018;Motorola;R$ 1.400,00
HL1015;4;Fortaleza;05/01/2018;Sony;R$ 700,00
HL1009;5;Curitiba;05/01/2018;Motorola;R$ 1.400,00
HL1008;2;Sao Paulo;05/01/2018;Philco;R$ 2.000,00
HL1008;3;Rio de Janeiro;05/01/2018;Philco;R$ 2.000,00
HL1004;3;Sao Paulo;05/01/2018;Apple;R$ 1.750,00
HL1008;3;Recife;05/01/2018;Philco;R$ 2.000,00
HL1013;5;Belo Horizonte;05/01/2018;Nikon;R$ 1.550,00
HL1010;5;Sao Paulo;05/01/2018;Apple;R$ 1.900,00
HL1012;3;Recife;05/01/2018;Dell;R$ 5.500,00
HL1002;2;Fortaleza;05/01/2018;Apple;R$ 2.500,00
HL1012;2;Nova Iguacu;05/01/2018;Dell;R$ 5.500,00
HL1007;5;Niteroi;05/01/2018;Dell;R$ 2.300,00
HL1023;2;Rio de Janeiro;05/01/2018;Samsung;R$ 1.500,00
HL1015;5;Fortaleza;05/01/2018;Sony;R$ 700,00
HL1001;5;Porto Alegre;05/01/2018;LG;R$ 2.600,00
HL1020;1;Fortaleza;05/01/2018;Motorola;R$ 1.500,00
HL1024;1;Rio de Janeiro;05/01/2018;Acer;R$ 2.400,00
HL1002;1;Belo Horizonte;05/01/2018;Apple;R$ 2.500,00
HL1011;5;Rio de Janeiro;05/01/2018;Samsung;R$ 2.000,00
HL1001;1;Goiania;05/01/2018;LG;R$ 2.600,00
HL1008;4;Belo Horizonte;05/01/2018;Philco;R$ 2.000,00
HL1010;1;Fortaleza;05/01/2018;Apple;R$ 1.900,00
HL1006;2;Nova Iguacu;05/01/2018;Samsung;R$ 1.400,00
HL1021;4;Sao Paulo;05/01/2018;Samsung;R$ 3.000,00
HL1019;3;Salvador;05/01/2018;Apple;R$ 6.500,00
HL1019;3;Salvador;05/01/2018;Apple;R$ 6.500,00
HL1021;5;Recife;05/01/2018;Samsung;R$ 3.000,00
HL1007;2;Belo Horizonte;05/01/2018;Dell;R$ 2.300,00
HL1007;4;Belo Horizonte;05/01/2018;Dell;R$ 2.300,00
HL1009;5;Recife;05/01/2018;Motorola;R$ 1.400,00
HL1006;1;Recife;05/01/2018;Samsung;R$ 1.400,00
HL1005;2;Sao Paulo;05/01/2018;Canon;R$ 1.500,00
HL1002;5;Curitiba;05/01/2018;Apple;R$ 2.500,00
HL1011;4;Fortaleza;05/01/2018;Samsung;R$ 2.000,00
HL1024;2;Rio de Janeiro;05/01/2018;Acer;R$ 2.400,00
HL1008;2;Goiania;05/01/2018;Philco;R$ 2.000,00
HL1003;3;Recife;05/01/2018;Samsung;R$ 4.500,00
HL1007;3;Belo Horizonte;05/01/2018;Dell;R$ 2.300,00
HL1024;1;Salvador;05/01/2018;Acer;R$ 2.400,00
HL1009;3;Recife;05/01/2018;Motorola;R$ 1.400,00
HL1018;4;Recife;05/01/2018;Xiaomi;R$ 1.200,00
HL1005;5;Porto Alegre;05/01/2018;Canon;R$ 1.500,00
HL1008;3;Sao Paulo;05/01/2018;Philco;R$ 2.000,00
HL1013;4;Porto Alegre;05/01/2018;Nikon;R$ 1.550,00
HL1001;4;Belo Horizonte;05/01/2018;LG;R$ 2.600,00
HL1018;1;Recife;05/01/2018;Xiaomi;R$ 1.200,00
HL1009;3;Belo Horizonte;06/01/2018;Motorola;R$ 1.400,00
HL1022;2;Belo Horizonte;06/01/2018;Apple;R$ 750,00
HL1023;2;Belo Horizonte;06/01/2018;Samsung;R$ 1.500,00
HL1020;5;Nova Iguacu;06/01/2018;Motorola;R$ 1.500,00
HL1007;5;Salvador;06/01/2018;Dell;R$ 2.300,00
HL1021;1;Fortaleza;06/01/2018;Samsung;R$ 3.000,00
HL1017;5;Sao Paulo;06/01/2018;Samsung;R$ 5.200,00
HL1009;4;Rio de Janeiro;06/01/2018;Motorola;R$ 1.400,00
HL1007;3;Sao Paulo;06/01/2018;Dell;R$ 2.300,00
HL1001;3;Rio de Janeiro;06/01/2018;LG;R$ 2.600,00
HL1013;3;Belo Horizonte;06/01/2018;Nikon;R$ 1.550,00
HL1005;2;Campinas;06/01/2018;Canon;R$ 1.500,00
HL1013;4;Guarulhos;06/01/2018;Nikon;R$ 1.550,00
HL1001;5;Fortaleza;06/01/2018;LG;R$ 2.600,00
HL1001;5;Rio de Janeiro;06/01/2018;LG;R$ 2.600,00
HL1003;5;Goiania;06/01/2018;Samsung;R$ 4.500,00
HL1015;2;Sao Paulo;06/01/2018;Sony;R$ 700,00
HL1015;3;Campinas;06/01/2018;Sony;R$ 700,00
HL1015;4;Sao Paulo;06/01/2018;Sony;R$ 700,00
HL1009;4;Sao Paulo;06/01/2018;Motorola;R$ 1.400,00
HL1012;1;Rio de Janeiro;06/01/2018;Dell;R$ 5.500,00
HL1001;4;Nova Iguacu;06/01/2018;LG;R$ 2.600,00
HL1008;4;Sao Paulo;06/01/2018;Philco;R$ 2.000,00
HL1009;1;Salvador;06/01/2018;Motorola;R$ 1.400,00
HL1020;2;Rio de Janeiro;06/01/2018;Motorola;R$ 1.500,00
HL1005;3;Recife;06/01/2018;Canon;R$ 1.500,00
HL1019;3;Sao Paulo;06/01/2018;Apple;R$ 6.500,00
HL1009;3;Fortaleza;06/01/2018;Motorola;R$ 1.400,00
HL1015;5;Sao Paulo;06/01/2018;Sony;R$ 700,00
HL1009;2;Goiania;06/01/2018;Motorola;R$ 1.400,00
HL1018;5;Recife;06/01/2018;Xiaomi;R$ 1.200,00
HL1015;3;Fortaleza;06/01/2018;Sony;R$ 700,00
HL1008;1;Niteroi;06/01/2018;Philco;R$ 2.000,00
HL1003;2;Fortaleza;06/01/2018;Samsung;R$ 4.500,00
HL1015;3;Curitiba;07/01/2018;Sony;R$ 700,00
HL1001;3;Recife;07/01/2018;LG;R$ 2.600,00
HL1002;5;Curitiba;07/01/2018;Apple;R$ 2.500,00
HL1018;2;Salvador;07/01/2018;Xiaomi;R$ 1.200,00
HL1019;2;Fortaleza;07/01/2018;Apple;R$ 6.500,00
HL1003;4;Sao Paulo;07/01/2018;Samsung;R$ 4.500,00
HL1014;3;Belo Horizonte;07/01/2018;Samsung;R$ 1.100,00
HL1015;2;Salvador;07/01/2018;Sony;R$ 700,00
HL1007;3;Fortaleza;07/01/2018;Dell;R$ 2.300,00
HL1008;5;Nova Iguacu;07/01/2018;Philco;R$ 2.000,00
HL1019;1;Fortaleza;07/01/2018;Apple;R$ 6.500,00
HL1015;3;Rio de Janeiro;07/01/2018;Sony;R$ 700,00
HL1013;1;Fortaleza;07/01/2018;Nikon;R$ 1.550,00
HL1019;3;Sao Paulo;07/01/2018;Apple;R$ 6.500,00
HL1013;3;Fortaleza;07/01/2018;Nikon;R$ 1.550,00
HL1023;3;Fortaleza;07/01/2018;Samsung;R$ 1.500,00
HL1009;1;Belo Horizonte;07/01/2018;Motorola;R$ 1.400,00
HL1012;3;Rio de Janeiro;07/01/2018;Dell;R$ 5.500,00
HL1003;3;Niteroi;07/01/2018;Samsung;R$ 4.500,00
HL1015;5;Rio de Janeiro;07/01/2018;Sony;R$ 700,00
HL1008;1;Rio de Janeiro;07/01/2018;Philco;R$ 2.000,00
HL1008;5;Sao Paulo;07/01/2018;Philco;R$ 2.000,00
HL1008;3;Salvador;07/01/2018;Philco;R$ 2.000,00
HL1012;3;Sao Paulo;07/01/2018;Dell;R$ 5.500,00
HL1005;4;Rio de Janeiro;07/01/2018;Canon;R$ 1.500,00
HL1001;5;Sao Paulo;07/01/2018;LG;R$ 2.600,00
HL1003;4;Salvador;07/01/2018;Samsung;R$ 4.500,00
HL1008;2;Belo Horizonte;07/01/2018;Philco;R$ 2.000,00
HL1013;1;Salvador;07/01/2018;Nikon;R$ 1.550,00
HL1018;3;Sao Paulo;07/01/2018;Xiaomi;R$ 1.200,00
HL1004;3;Sao Paulo;07/01/2018;Apple;R$ 1.750,00
HL1017;5;Goiania;07/01/2018;Samsung;R$ 5.200,00
HL1009;3;Curitiba;07/01/2018;Motorola;R$ 1.400,00
HL1023;1;Recife;07/01/2018;Samsung;R$ 1.500,00
HL1019;2;Rio de Janeiro;07/01/2018;Apple;R$ 6.500,00
HL1003;5;Curitiba;07/01/2018;Samsung;R$ 4.500,00
HL1015;3;Fortaleza;07/01/2018;Sony;R$ 700,00
HL1005;1;Salvador;07/01/2018;Canon;R$ 1.500,00
HL1009;2;Recife;08/01/2018;Motorola;R$ 1.400,00
HL1001;5;Recife;08/01/2018;LG;R$ 2.600,00
HL1011;3;Recife;08/01/2018;Samsung;R$ 2.000,00
HL1018;5;Salvador;08/01/2018;Xiaomi;R$ 1.200,00
HL1010;3;Curitiba;08/01/2018;Apple;R$ 1.900,00
HL1018;4;Rio de Janeiro;08/01/2018;Xiaomi;R$ 1.200,00
HL1021;2;Salvador;08/01/2018;Samsung;R$ 3.000,00
HL1009;3;Sao Paulo;08/01/2018;Motorola;R$ 1.400,00
HL1001;1;Fortaleza;08/01/2018;LG;R$ 2.600,00
HL1013;5;Recife;08/01/2018;Nikon;R$ 1.550,00
HL1005;5;Fortaleza;08/01/2018;Canon;R$ 1.500,00
HL1018;2;Sao Paulo;08/01/2018;Xiaomi;R$ 1.200,00
HL1007;1;Rio de Janeiro;08/01/2018;Dell;R$ 2.300,00
HL1023;2;Rio de Janeiro;08/01/2018;Samsung;R$ 1.500,00
HL1005;4;Sao Paulo;08/01/2018;Canon;R$ 1.500,00
HL1021;3;Porto Alegre;08/01/2018;Samsung;R$ 3.000,00
HL1004;3;Curitiba;08/01/2018;Apple;R$ 1.750,00
HL1012;4;Sao Paulo;08/01/2018;Dell;R$ 5.500,00
HL1012;3;Salvador;08/01/2018;Dell;R$ 5.500,00
HL1008;2;Fortaleza;08/01/2018;Philco;R$ 2.000,00
HL1007;4;Salvador;08/01/2018;Dell;R$ 2.300,00
HL1016;1;Recife;08/01/2018;Samsung;R$ 1.450,00
HL1015;3;Sao Paulo;08/01/2018;Sony;R$ 700,00
HL1005;5;Belo Horizonte;08/01/2018;Canon;R$ 1.500,00
HL1009;2;Sao Paulo;08/01/2018;Motorola;R$ 1.400,00
HL1005;1;Sao Paulo;08/01/2018;Canon;R$ 1.500,00
HL1020;5;Fortaleza;08/01/2018;Motorola;R$ 1.500,00
HL1015;3;Rio de Janeiro;08/01/2018;Sony;R$ 700,00
HL1015;2;Porto Alegre;08/01/2018;Sony;R$ 700,00
HL1005;3;Rio de Janeiro;08/01/2018;Canon;R$ 1.500,00
HL1009;1;Porto Alegre;08/01/2018;Motorola;R$ 1.400,00
HL1019;2;Sao Paulo;09/01/2018;Apple;R$ 6.500,00
HL1018;2;Rio de Janeiro;09/01/2018;Xiaomi;R$ 1.200,00
HL1001;1;Goiania;09/01/2018;LG;R$ 2.600,00
HL1013;1;Salvador;09/01/2018;Nikon;R$ 1.550,00
HL1007;4;Nova Iguacu;09/01/2018;Dell;R$ 2.300,00
HL1005;2;Rio de Janeiro;09/01/2018;Canon;R$ 1.500,00
HL1015;3;Goiania;09/01/2018;Sony;R$ 700,00
HL1015;3;Campinas;09/01/2018;Sony;R$ 700,00
HL1009;3;Salvador;09/01/2018;Motorola;R$ 1.400,00
HL1007;2;Rio de Janeiro;09/01/2018;Dell;R$ 2.300,00
HL1024;2;Sao Paulo;09/01/2018;Acer;R$ 2.400,00
HL1008;5;Belo Horizonte;09/01/2018;Philco;R$ 2.000,00
HL1003;5;Sao Paulo;09/01/2018;Samsung;R$ 4.500,00
HL1023;4;Recife;09/01/2018;Samsung;R$ 1.500,00
HL1015;5;Rio de Janeiro;09/01/2018;Sony;R$ 700,00
HL1010;5;Recife;09/01/2018;Apple;R$ 1.900,00
HL1003;1;Sao Paulo;09/01/2018;Samsung;R$ 4.500,00
HL1009;4;Sao Paulo;09/01/2018;Motorola;R$ 1.400,00
HL1021;2;Nova Iguacu;09/01/2018;Samsung;R$ 3.000,00
HL1023;1;Salvador;09/01/2018;Samsung;R$ 1.500,00
HL1012;2;Fortaleza;09/01/2018;Dell;R$ 5.500,00
HL1009;2;Sao Paulo;09/01/2018;Motorola;R$ 1.400,00
HL1002;4;Sao Paulo;09/01/2018;Apple;R$ 2.500,00
HL1002;5;Sao Paulo;09/01/2018;Apple;R$ 2.500,00
HL1005;4;Rio de Janeiro;09/01/2018;Canon;R$ 1.500,00
HL1005;4;Nova Iguacu;09/01/2018;Canon;R$ 1.500,00
HL1012;4;Niteroi;09/01/2018;Dell;R$ 5.500,00
HL1001;3;Salvador;09/01/2018;LG;R$ 2.600,00
HL1007;5;Recife;09/01/2018;Dell;R$ 2.300,00
HL1001;4;Curitiba;09/01/2018;LG;R$ 2.600,00
HL1002;2;Fortaleza;09/01/2018;Apple;R$ 2.500,00
HL1015;1;Porto Alegre;09/01/2018;Sony;R$ 700,00
HL1011;3;Sao Paulo;09/01/2018;Samsung;R$ 2.000,00
HL1001;2;Curitiba;09/01/2018;LG;R$ 2.600,00
HL1001;2;Salvador;09/01/2018;LG;R$ 2.600,00
HL1015;2;Guarulhos;09/01/2018;Sony;R$ 700,00
HL1007;2;Sao Paulo;09/01/2018;Dell;R$ 2.300,00
HL1009;4;Sao Paulo;09/01/2018;Motorola;R$ 1.400,00
HL1017;3;Guarulhos;09/01/2018;Samsung;R$ 5.200,00
HL1005;2;Campinas;09/01/2018;Canon;R$ 1.500,00
HL1010;2;Fortaleza;09/01/2018;Apple;R$ 1.900,00
HL1008;2;Sao Paulo;09/01/2018;Philco;R$ 2.000,00
HL1015;1;Campinas;09/01/2018;Sony;R$ 700,00
HL1001;1;Curitiba;09/01/2018;LG;R$ 2.600,00
HL1018;5;Recife;09/01/2018;Xiaomi;R$ 1.200,00
HL1015;5;Belo Horizonte;10/01/2018;Sony;R$ 700,00
HL1018;4;Campinas;10/01/2018;Xiaomi;R$ 1.200,00
HL1015;2;Porto Alegre;10/01/2018;Sony;R$ 700,00
HL1023;4;Curitiba;10/01/2018;Samsung;R$ 1.500,00
HL1009;3;Sao Paulo;10/01/2018;Motorola;R$ 1.400,00
HL1021;5;Sao Paulo;10/01/2018;Samsung;R$ 3.000,00
HL1023;2;Rio de Janeiro;10/01/2018;Samsung;R$ 1.500,00
HL1012;2;Sao Paulo;10/01/2018;Dell;R$ 5.500,00
HL1015;5;Recife;10/01/2018;Sony;R$ 700,00
HL1007;4;Salvador;10/01/2018;Dell;R$ 2.300,00
HL1013;5;Recife;10/01/2018;Nikon;R$ 1.550,00
HL1015;3;Belo Horizonte;10/01/2018;Sony;R$ 700,00
HL1017;5;Salvador;10/01/2018;Samsung;R$ 5.200,00
HL1001;1;Sao Paulo;10/01/2018;LG;R$ 2.600,00
HL1005;3;Guarulhos;10/01/2018;Canon;R$ 1.500,00
HL1020;2;Recife;10/01/2018;Motorola;R$ 1.500,00
HL1015;1;Sao Paulo;10/01/2018;Sony;R$ 700,00
HL1005;1;Sao Paulo;10/01/2018;Canon;R$ 1.500,00
HL1018;5;Goiania;10/01/2018;Xiaomi;R$ 1.200,00
HL1004;3;Sao Paulo;10/01/2018;Apple;R$ 1.750,00
HL1008;1;Sao Paulo;10/01/2018;Philco;R$ 2.000,00
HL1010;1;Curitiba;10/01/2018;Apple;R$ 1.900,00
HL1023;1;Rio de Janeiro;10/01/2018;Samsung;R$ 1.500,00
HL1013;4;Salvador;10/01/2018;Nikon;R$ 1.550,00
HL1007;2;Sao Paulo;10/01/2018;Dell;R$ 2.300,00
HL1001;1;Rio de Janeiro;10/01/2018;LG;R$ 2.600,00
HL1015;1;Nova Iguacu;10/01/2018;Sony;R$ 700,00
HL1005;1;Rio de Janeiro;10/01/2018;Canon;R$ 1.500,00
HL1018;1;Recife;10/01/2018;Xiaomi;R$ 1.200,00
HL1007;4;Campinas;11/01/2018;Dell;R$ 2.300,00
HL1002;5;Sao Paulo;11/01/2018;Apple;R$ 2.500,00
HL1015;2;Curitiba;11/01/2018;Sony;R$ 700,00
HL1007;1;Sao Paulo;11/01/2018;Dell;R$ 2.300,00
HL1018;1;Fortaleza;11/01/2018;Xiaomi;R$ 1.200,00
HL1007;5;Curitiba;11/01/2018;Dell;R$ 2.300,00
HL1001;4;Sao Paulo;11/01/2018;LG;R$ 2.600,00
HL1008;3;Belo Horizonte;11/01/2018;Philco;R$ 2.000,00
HL1009;3;Fortaleza;11/01/2018;Motorola;R$ 1.400,00
HL1007;4;Sao Paulo;11/01/2018;Dell;R$ 2.300,00
HL1001;3;Recife;11/01/2018;LG;R$ 2.600,00
HL1013;3;Sao Paulo;11/01/2018;Nikon;R$ 1.550,00
HL1013;4;Fortaleza;11/01/2018;Nikon;R$ 1.550,00
HL1001;2;Rio de Janeiro;11/01/2018;LG;R$ 2.600,00
HL1024;5;Sao Paulo;11/01/2018;Acer;R$ 2.400,00
HL1001;4;Sao Paulo;11/01/2018;LG;R$ 2.600,00
HL1007;2;Belo Horizonte;11/01/2018;Dell;R$ 2.300,00
HL1012;4;Fortaleza;11/01/2018;Dell;R$ 5.500,00
HL1024;5;Rio de Janeiro;11/01/2018;Acer;R$ 2.400,00
HL1021;5;Belo Horizonte;11/01/2018;Samsung;R$ 3.000,00
HL1007;1;Nova Iguacu;11/01/2018;Dell;R$ 2.300,00
HL1015;5;Sao Paulo;11/01/2018;Sony;R$ 700,00
HL1005;5;Goiania;11/01/2018;Canon;R$ 1.500,00
HL1021;5;Goiania;11/01/2018;Samsung;R$ 3.000,00
HL1001;5;Recife;11/01/2018;LG;R$ 2.600,00
HL1001;2;Sao Paulo;11/01/2018;LG;R$ 2.600,00
HL1015;1;Sao Paulo;11/01/2018;Sony;R$ 700,00
HL1015;1;Salvador;11/01/2018;Sony;R$ 700,00
HL1020;3;Fortaleza;11/01/2018;Motorola;R$ 1.500,00
HL1005;5;Fortaleza;11/01/2018;Canon;R$ 1.500,00
HL1015;2;Recife;11/01/2018;Sony;R$ 700,00
HL1015;5;Belo Horizonte;11/01/2018;Sony;R$ 700,00
HL1007;3;Fortaleza;11/01/2018;Dell;R$ 2.300,00
HL1001;4;Fortaleza;11/01/2018;LG;R$ 2.600,00
HL1008;4;Fortaleza;11/01/2018;Philco;R$ 2.000,00
HL1024;2;Sao Paulo;12/01/2018;Acer;R$ 2.400,00
HL1019;1;Curitiba;12/01/2018;Apple;R$ 6.500,00
HL1013;3;Recife;12/01/2018;Nikon;R$ 1.550,00
HL1007;3;Curitiba;12/01/2018;Dell;R$ 2.300,00
HL1021;3;Sao Paulo;12/01/2018;Samsung;R$ 3.000,00
HL1001;4;Porto Alegre;12/01/2018;LG;R$ 2.600,00
HL1001;2;Salvador;12/01/2018;LG;R$ 2.600,00
HL1010;3;Curitiba;12/01/2018;Apple;R$ 1.900,00
HL1021;2;Campinas;12/01/2018;Samsung;R$ 3.000,00
HL1006;5;Recife;12/01/2018;Samsung;R$ 1.400,00
HL1008;4;Sao Paulo;12/01/2018;Philco;R$ 2.000,00
HL1020;1;Fortaleza;12/01/2018;Motorola;R$ 1.500,00
HL1003;2;Salvador;12/01/2018;Samsung;R$ 4.500,00
HL1018;4;Nova Iguacu;12/01/2018;Xiaomi;R$ 1.200,00
HL1024;2;Sao Paulo;12/01/2018;Acer;R$ 2.400,00
HL1024;5;Rio de Janeiro;12/01/2018;Acer;R$ 2.400,00
HL1019;3;Sao Paulo;12/01/2018;Apple;R$ 6.500,00
HL1007;4;Fortaleza;12/01/2018;Dell;R$ 2.300,00
HL1009;1;Sao Paulo;12/01/2018;Motorola;R$ 1.400,00
HL1021;1;Recife;12/01/2018;Samsung;R$ 3.000,00
HL1008;5;Porto Alegre;12/01/2018;Philco;R$ 2.000,00
HL1018;3;Goiania;12/01/2018;Xiaomi;R$ 1.200,00
HL1013;5;Nova Iguacu;12/01/2018;Nikon;R$ 1.550,00
HL1014;1;Curitiba;12/01/2018;Samsung;R$ 1.100,00
HL1009;5;Campinas;12/01/2018;Motorola;R$ 1.400,00
HL1019;5;Sao Paulo;12/01/2018;Apple;R$ 6.500,00
HL1005;4;Recife;12/01/2018;Canon;R$ 1.500,00
HL1008;5;Goiania;12/01/2018;Philco;R$ 2.000,00
HL1002;4;Sao Paulo;12/01/2018;Apple;R$ 2.500,00
HL1015;2;Recife;12/01/2018;Sony;R$ 700,00
HL1024;4;Rio de Janeiro;12/01/2018;Acer;R$ 2.400,00
HL1023;2;Goiania;12/01/2018;Samsung;R$ 1.500,00
HL1024;5;Recife;12/01/2018;Acer;R$ 2.400,00
HL1015;5;Rio de Janeiro;12/01/2018;Sony;R$ 700,00
HL1015;3;Sao Paulo;12/01/2018;Sony;R$ 700,00
HL1008;3;Sao Paulo;12/01/2018;Philco;R$ 2.000,00
HL1018;2;Sao Paulo;13/01/2018;Xiaomi;R$ 1.200,00
HL1021;4;Sao Paulo;13/01/2018;Samsung;R$ 3.000,00
HL1001;4;Curitiba;13/01/2018;LG;R$ 2.600,00
HL1022;5;Salvador;13/01/2018;Apple;R$ 750,00
HL1006;1;Sao Paulo;13/01/2018;Samsung;R$ 1.400,00
HL1001;3;Fortaleza;13/01/2018;LG;R$ 2.600,00
HL1018;1;Sao Paulo;13/01/2018;Xiaomi;R$ 1.200,00
HL1003;4;Nova Iguacu;13/01/2018;Samsung;R$ 4.500,00
HL1023;5;Guarulhos;13/01/2018;Samsung;R$ 1.500,00
HL1010;2;Fortaleza;13/01/2018;Apple;R$ 1.900,00
HL1018;3;Sao Paulo;13/01/2018;Xiaomi;R$ 1.200,00
HL1018;2;Rio de Janeiro;13/01/2018;Xiaomi;R$ 1.200,00
HL1013;3;Fortaleza;13/01/2018;Nikon;R$ 1.550,00
HL1008;4;Recife;13/01/2018;Philco;R$ 2.000,00
HL1017;4;Nova Iguacu;13/01/2018;Samsung;R$ 5.200,00
HL1013;4;Curitiba;13/01/2018;Nikon;R$ 1.550,00
HL1008;1;Sao Paulo;13/01/2018;Philco;R$ 2.000,00
HL1009;1;Goiania;13/01/2018;Motorola;R$ 1.400,00
HL1008;3;Curitiba;13/01/2018;Philco;R$ 2.000,00
HL1012;1;Fortaleza;13/01/2018;Dell;R$ 5.500,00
HL1023;2;Rio de Janeiro;13/01/2018;Samsung;R$ 1.500,00
HL1021;2;Sao Paulo;13/01/2018;Samsung;R$ 3.000,00
HL1023;3;Recife;13/01/2018;Samsung;R$ 1.500,00
HL1024;2;Guarulhos;13/01/2018;Acer;R$ 2.400,00
HL1021;5;Goiania;13/01/2018;Samsung;R$ 3.000,00
HL1008;4;Nova Iguacu;13/01/2018;Philco;R$ 2.000,00
HL1001;3;Salvador;14/01/2018;LG;R$ 2.600,00
HL1004;5;Guarulhos;14/01/2018;Apple;R$ 1.750,00
HL1009;2;Campinas;14/01/2018;Motorola;R$ 1.400,00
HL1018;2;Salvador;14/01/2018;Xiaomi;R$ 1.200,00
HL1001;3;Rio de Janeiro;14/01/2018;LG;R$ 2.600,00
HL1021;1;Fortaleza;14/01/2018;Samsung;R$ 3.000,00
HL1001;4;Salvador;14/01/2018;LG;R$ 2.600,00
HL1013;1;Salvador;14/01/2018;Nikon;R$ 1.550,00
HL1010;1;Rio de Janeiro;14/01/2018;Apple;R$ 1.900,00
HL1014;4;Salvador;14/01/2018;Samsung;R$ 1.100,00
